timestamp,hr0000,hr0015,hr0030,hr0045,hr0100,hr0115,hr0130,hr0145,hr0200,hr0215,hr0230,hr0245,hr0300,hr0315,hr0330,hr0345,hr0400,hr0415,hr0430,hr0445,hr0500,hr0515,hr0530,hr0545,hr0600,hr0615,hr0630,hr0645,hr0700,hr0715,hr0730,hr0745,hr0800,hr0815,hr0830,hr0845,hr0900,hr0915,hr0930,hr0945,hr1000,hr1015,hr1030,hr1045,hr1100,hr1115,hr1130,hr1145,hr1200,hr1215,hr1230,hr1245,hr1300,hr1315,hr1330,hr1345,hr1400,hr1415,hr1430,hr1445,hr1500,hr1515,hr1530,hr1545,hr1600,hr1615,hr1630,hr1645,hr1700,hr1715,hr1730,hr1745,hr1800,hr1815,hr1830,hr1845,hr1900,hr1915,hr1930,hr1945,hr2000,hr2015,hr2030,hr2045,hr2100,hr2115,hr2130,hr2145,hr2200,hr2215,hr2230,hr2245,hr2300,hr2315,hr2330,hr2345
POS00001,108.018089614,107.06532656899999,105.973888393,105.37131938,105.226202499,104.976511006,105.265187236,105.677664099,106.254894826,106.682744369,106.55686490000001,105.452655849,103.60065486100001,101.341535919,99.15881892899998,97.507609146,96.23625772800001,94.962288445,93.639702634,92.51191253500001,91.85613376500001,90.444526501,89.292567924,86.62648655999999,84.65727339200001,83.47214869999999,81.30215129300001,79.06108461400001,76.72162568899999,73.69510216,69.94404331300001,64.11951549400001,57.778238905,52.623361933000005,48.53834939,46.444858685,45.20737387,43.91378782299999,42.251818019,39.477008626,36.747872473,34.308781843,31.991259139,29.631115165,27.830884525000005,26.182201291000005,24.430996324,23.505507989,22.849895926000002,22.277834514,21.865857829,22.347663160000003,23.286184783000003,24.532847511000003,26.054523123000003,28.424408659000004,31.386048627,34.791801084,38.354520821,42.32763353200001,46.60411969,51.22001912700001,55.417745936,59.359760668,62.904894047,66.506000282,70.54807611,73.589231418,76.97297536100001,80.37174451800001,84.44385838,87.494093057,90.79916577099999,92.808535836,96.820406296,101.28785218300001,107.100947261,112.37002082,115.42140209699998,117.00457639700002,116.773337403,115.952842621,115.755946425,117.23493570500001,119.67929330900002,122.628356317,125.753491517,127.176692551,129.037202152,131.016953924,132.426483352,132.921929475,133.67043130000002,134.34983718200002,135.295084187,136.940601119
POS00002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.939193559,12.222030626999999,27.475966976399995,44.3220870306,61.601975937999995,76.96857433320001,92.57548186260001,107.58240417719999,122.1083723244,136.2892377332,149.15301409239999,161.62433582980003,173.70404795180002,185.36031108059998,194.6820213636,203.71460431940002,212.25499808639998,220.02999361659997,224.52223514040003,228.5686574918,230.42466120039998,231.3603446206,231.73075244339998,231.47614560460002,230.6575038968,229.0609682592,222.841331319,216.038052637,208.75025728699998,200.53741834559997,190.10537897920003,178.953472804,167.40171230439998,155.67352375080003,143.367708511,131.7984181468,119.6626271268,105.74347648160001,89.31201457399999,73.1558023624,56.617133178599985,39.253588401799995,26.950749082799998,16.7219830022,4.2796983068,1.5510339936,0.9562045584,0.49756848959999994,0.0013086527999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POS00003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8778703440000002,11.234447805999999,24.992866808000002,41.914030578,58.77697949,74.00852357100001,89.22467648700001,103.48643465299999,117.23635581900001,130.91524272,143.37913236,155.450154037,167.124380158,178.31223402100002,187.283197283,196.08401540499997,204.379292373,209.368953975,212.169148039,214.666966767,216.70269664399999,218.00548217099998,218.760476514,218.810878144,218.443815455,217.1444131,215.149589879,211.922636056,205.902845458,198.425353913,188.916541472,178.36329167,167.36725582800003,156.354568056,144.765354351,135.172640763,124.87222430100002,111.252785381,95.2397398,80.202458364,64.44892828900001,46.704381866000006,33.030144675,23.263952302,8.928002416999998,4.599891744000001,2.836234992,1.47514152,0.0038801279999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POS00004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9927483487999997,13.288236835500001,30.2601875681,47.026873635600005,63.5302130795,79.1127302405,95.5211391793,111.5422636365,127.52988001749999,143.74322314760002,158.3326413623,172.92734584180002,187.42714529580002,201.7160603353,211.81862761000002,221.79860780249996,231.5636569611,232.4436136377,233.1146055244,233.6455426569,234.06212284400002,234.3257858419,234.492912103,234.5351409876,234.5066391714,234.2864687829,233.7968660698,233.1463807465,224.37530173680003,215.1318636996,202.10619779980001,188.6332864178,174.97068741160004,161.34380801180004,148.26386173539998,135.966508401,123.6336616913,110.4458002193,93.1641082314,76.0014052146,58.2185736703,39.4631267679,29.337963361899998,18.5678421666,4.649996187499999,0.9052755505999999,0.5582673456,0.290287021,0.0007635544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POS00009,177.05496419099998,178.781538238,179.768510558,178.803158991,177.129528619,175.139898012,173.017027774,171.543035171,170.321194784,169.425901708,167.698463312,164.960151039,162.537301733,159.670076406,156.25619605000003,152.05112026,146.23699331699999,140.634601763,135.73177544799998,129.830129679,124.804791602,119.58330315499998,113.977119443,106.73534954799999,99.11664715200001,92.30520431000001,87.16416285900002,80.992985022,76.43885299,71.703828083,67.010041082,61.330598736000006,55.660377866,51.267777458,47.237654113,46.258690915,45.51864782,44.376496862,42.043184965,35.30137861600001,27.546891412,21.574153452000004,17.708450243999998,14.720098249,12.697795235000001,11.213751448,10.420206373000001,10.017640004,9.868406004,9.897497915000002,9.982089878,10.360937584000002,10.987843156000002,11.878838496,13.767798017,16.731281219,20.848954262,26.863742449000004,33.190546454,41.274331322,50.496966744999995,61.354923252000006,73.245767437,82.962418289,91.681819579,99.353216122,104.53440157400001,107.61779067700002,110.127812005,112.24994303000001,114.39006380900003,114.36844721199999,111.189598157,107.60093007200001,105.016357623,105.29408605500001,109.226202363,115.536927701,121.907702594,127.11605462200001,128.96183194000002,129.678023326,128.33372331,129.072397744,129.519639969,130.041338798,131.30793755599998,131.033379067,131.844096326,133.430380135,135.709021842,137.4185706,139.116253436,140.579348899,141.982508246,144.84158438
POS00010,71.373239838,68.249494515,65.42936503300001,64.085539603,64.256208324,64.33187029700001,64.42561246700001,64.35926464799999,64.040317545,63.813785874000004,64.53533402400001,65.75151267,66.648152494,67.105447158,67.408707733,67.850022987,68.195171298,68.52496528500001,69.040609337,70.03596732,71.86582942,72.466503545,72.20682690999999,69.792079873,67.29485152800001,64.945665456,63.113584543,62.278152331,61.235212528000005,59.93911968500001,58.144570468,54.412544705,50.430579169,46.548235012,43.70750688,42.278402373000006,40.928440081,38.954681634,36.656293221,34.472850299,33.415447405,32.514551782000005,31.464439382000002,29.916615821000004,28.685823341000003,27.859367403999997,26.964539555,26.901893197,26.989741011,27.4962851,28.351905093999996,30.289015088,32.467273557,34.916273328,37.988782537999995,41.649577584,45.634302854000005,49.378493395999996,52.86110010600001,55.980692768999994,58.612564832000004,61.18500000900001,64.078848276,66.45341194299999,69.111130968,72.068316191,75.475599934,78.751384378,81.98215828,85.18330519700001,88.56038926899998,92.25191066800001,96.767019817,99.588766378,104.11426009400002,109.319005641,114.484332705,118.093336358,118.87849498300001,116.15043429,110.651166608,104.642571758,100.665729203,98.590807775,98.491794779,99.873164913,102.00533001400001,103.54475561299999,105.483150999,107.011046189,107.50466457199998,106.519930956,104.385415823,101.866518324,100.13144072099999,99.0874925
POS00011,56.75665475700001,56.840714948,57.198573874,57.833022381000006,58.327857905,58.721181336,58.928352923999995,59.053379267,59.075709204,59.096344721,59.229196586,60.828162525,60.679523963,59.533258217,58.951178265,57.575110832,55.959334018999996,54.488439645,52.720790316999995,50.782236355,48.31730265000001,46.33777589,44.98669659,43.959454883999996,43.128838828000006,42.093624012,40.560807106,38.439617330000004,36.03879992,33.695471603,31.741709087000004,30.327382336,29.487986882,28.774848526,27.914617514,28.049149483999997,28.177505255,28.549415240000002,29.536938914000004,29.660585417,29.710388522000002,29.697835216999998,29.463519568,29.080163518,28.403995076,27.776492174999998,27.416445918999997,28.554848105999998,30.014212626,31.885365342,33.692635646,36.145282134,38.558799913,40.603393159,41.962471873,42.529918926,42.509873514999995,42.43635905199999,42.617988444000005,43.432963373999996,44.648529794,46.466396341,48.772860105999996,50.62230154400001,52.68508018599999,54.849386474,56.872074123999994,58.661064662,60.40064552999999,62.155430115,63.430244632,65.025713942,67.256407523,69.700072353,72.698176034,75.137524426,76.743891106,77.546633109,78.172570127,78.697875077,79.67664379899999,80.69365612700001,81.562769639,81.525584846,81.284069004,80.502870566,78.81794824200001,76.45039104000001,73.392205609,70.394715361,67.553294284,64.65734931600001,62.395187070999995,60.53418555499999,59.077024597999994,58.36124558
POS00012,85.44054206199999,82.354022738,79.697724382,79.167112268,80.02729028499999,80.875139787,81.576297,81.51762426900001,81.279676343,81.10044088299999,81.75385661899999,81.861851556,82.13247987,82.016531996,81.753489888,81.922257508,81.951996975,81.93266408599999,82.057268174,82.661214321,83.87396244899999,84.70166905599999,84.816009596,82.675490885,79.98210927599999,77.40523480600001,75.418447972,75.128589668,74.92372773700001,74.63538682199999,73.82735362300001,69.604253773,64.949840552,59.77013409099999,55.3008253,54.308882243,53.786253962,53.324733050999995,52.723578675,50.349615994,48.460083395,46.550753897,44.354907503,40.7728737,37.462045655,35.052478131,33.009806013,32.709866639,32.499958256999996,32.55254880300001,32.768371276,35.211315798,37.892595937,40.80549341399999,44.30115454999999,48.597853383,53.200217445999996,57.628553924,62.085513726,66.66086008,70.78864087900001,74.87790149599999,79.23197028,82.54318643299999,85.96484310299999,89.58511510099999,93.63287249,96.71152243499999,99.880119787,103.59813004899999,108.47144983399998,113.135872521,118.405915357,122.266022418,127.47126023799999,132.962057952,138.1195013,141.546505611,142.92179223399998,142.090981115,139.146865366,135.905903876,133.02559993399996,132.16758989099998,132.904365018,134.705111109,137.14317031,138.228543683,139.730481618,140.916794624,141.147444582,139.892127162,137.637975431,135.208935997,133.58382047799998,132.729278336
POS00015,61.167841925999994,61.225677679,61.464087764,61.96946393499999,62.426280209000005,62.946887868,63.467582258,64.531720477,64.88775389999999,65.170806809,64.278812942,62.91167555999999,61.88530303,60.989848906000006,60.501298645999995,59.345637428,57.937942373999995,56.47486173,54.713382904999996,52.855711688,50.611057308,48.266930716000005,46.97979178599999,46.168540537999995,45.816080621,45.406010306,44.238538801,42.230308609,40.009146791,37.574578647,35.19037059,32.799804418,30.541191294999997,29.336899144,28.937060077000005,28.863137776,28.780415102,28.955105948000003,29.502030841,29.170626315,28.808184382,28.517113533999996,28.057556089000002,27.46083573,26.936806807,25.447723088,25.744573357,27.237918909000005,28.93517353,31.27518638,33.133661982,35.577333631,37.950657895000006,40.005098048,41.543777753,42.447328656,42.819585206,42.955783194999995,43.716498663,44.872053382000004,46.363658005000005,48.348162928,50.791904018000004,52.820094952000005,55.088853232,57.469730311999996,59.799336824,61.948866724999995,64.010926346,66.161874459,68.639596574,70.71665142,73.375791334,76.049789645,79.505921969,82.415242246,84.102232518,84.601659182,84.756204653,84.83486445700001,84.93501268700001,85.410994662,85.536120442,85.348396456,84.953624127,84.12260630700001,82.632444061,80.33024166999999,77.261906158,74.152234742,71.18470841,68.062537718,65.629967204,63.688255491,62.02888239699999,61.36980869599999
POS00016,74.245878696,75.116552307,75.929051287,76.797893711,77.42220281499999,78.039194982,78.416472927,79.16149370800001,79.631005724,80.14192466899999,80.613268249,80.75349536300001,79.86372968900001,78.704709737,77.851780829,76.489142533,74.69794383799999,73.07049531700001,70.89651164,68.242352689,64.776114933,61.974889946000005,59.63040942399999,58.285764418,57.472509325000004,56.650213048,55.423763108,53.291057273999996,50.660346622000006,48.163358091,46.304799182,44.928337829,44.256554565,43.159448350000005,41.632446922,41.86076439,42.233635729,42.934549577,43.976695256999996,43.27907397,42.309853179,41.276262560999996,40.063146391000004,38.751369366999995,37.30436083699999,36.649296621000005,36.786846071,38.879524524,41.401041995,44.53429980200001,47.606516533999994,51.371604153999996,55.15832927,58.51675431299999,61.050407074,62.423269534,62.86974304499999,63.08662092000001,64.08210871,65.176840475,66.70535911799999,68.89630180600001,71.672893414,74.072379415,76.82043517599999,79.641222692,82.150985465,84.69972485999999,87.001248637,89.439010656,92.84630908099999,95.57135630100001,99.26538570100001,103.618878916,108.093728386,111.054886854,112.388941431,112.68951949100001,113.28536375,114.57118409599998,116.73515318499999,119.1395234,119.74195187,119.75399169599999,119.322729606,117.88513448300002,115.028861058,110.09858651799999,104.10481656,98.153773645,92.565837131,87.065265512,82.463890677,78.472563974,74.984964952,74.57100716800001
