timestamp,hr0000,hr0015,hr0030,hr0045,hr0100,hr0115,hr0130,hr0145,hr0200,hr0215,hr0230,hr0245,hr0300,hr0315,hr0330,hr0345,hr0400,hr0415,hr0430,hr0445,hr0500,hr0515,hr0530,hr0545,hr0600,hr0615,hr0630,hr0645,hr0700,hr0715,hr0730,hr0745,hr0800,hr0815,hr0830,hr0845,hr0900,hr0915,hr0930,hr0945,hr1000,hr1015,hr1030,hr1045,hr1100,hr1115,hr1130,hr1145,hr1200,hr1215,hr1230,hr1245,hr1300,hr1315,hr1330,hr1345,hr1400,hr1415,hr1430,hr1445,hr1500,hr1515,hr1530,hr1545,hr1600,hr1615,hr1630,hr1645,hr1700,hr1715,hr1730,hr1745,hr1800,hr1815,hr1830,hr1845,hr1900,hr1915,hr1930,hr1945,hr2000,hr2015,hr2030,hr2045,hr2100,hr2115,hr2130,hr2145,hr2200,hr2215,hr2230,hr2245,hr2300,hr2315,hr2330,hr2345
POS00001,51.806506506999995,52.314029977000004,52.73826977600001,52.833580072000004,52.681088801,52.193309373000005,51.747303392000006,52.057819588,52.65048631500001,53.528064179000005,54.291367257000005,54.566267274000005,54.158419782,53.287367100000004,52.323694927000005,51.597257939,51.122692718,50.869385631000014,50.71512886400001,49.754486989,48.52118540900001,47.802701908,46.705423507000006,45.908564336,45.487242981,45.233437669000004,44.951850216,43.788574610000005,42.68207024,40.93641297400001,39.106601063,39.607227194000004,40.076116978,40.919860836000005,41.359421301,40.873330810000006,40.430809417000006,39.82292061000001,38.96130896700001,38.167724125,37.33126489,36.342678214,35.817085688000006,35.874288841,36.604821785000006,38.189918965000004,39.691045663,41.14237486500001,43.580515551000005,46.112377968000004,48.793806027,49.977366004000004,51.096143723000004,52.377248788,54.42052434,58.052770418,62.309510414,66.353208067,68.926183334,71.311663688,74.042568196,75.73084562100001,77.426195832,80.15530309,82.40617515800002,84.336874922,86.05886343600001,87.33016685,88.77123555700001,90.38268556300001,91.277952846,91.44252348300002,91.01723414599999,89.66114184600002,88.31267328800001,86.330416081,83.45083526300002,79.99365442300001,75.902111312,71.236135307,66.78876003300002,64.59551922700001,61.21469916900001,57.865203159,54.824374039,52.32615287000001,50.530111348000005,48.90345853,47.912994115000004,46.668119876000006,44.890590019,44.13698452700001,43.86081491,43.002945613,41.695583295000006,41.117877199
POS00002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03541638,0.923109264,2.713349727,7.90592082,14.891465735999999,22.742911194,31.736939409,44.178567576000006,56.336317167000004,68.500581564,80.460595899,89.763609093,98.780430405,108.93242916,118.379193798,125.41395145199999,132.876276036,139.904225871,144.64497359400002,151.189451991,156.33785854799999,160.878741909,165.306623949,161.884660995,156.924174462,151.02671656500002,145.761346392,145.856944749,145.427682963,144.98936358,143.84846886,141.43833456,140.208307434,139.312565736,135.690265251,128.171370321,119.50289761799999,110.87355431699999,71.201825382,65.628553557,60.495228435,63.319487163000005,75.880047639,67.904844483,59.930118225,51.63965159400001,41.78663487,33.443345832,26.745029142000007,18.534866445,10.573971957000001,3.7868805780000003,0.23045409300000003,0.00093201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POS00003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03350118,0.8551617,2.588787021,7.887792374,15.257732117,23.356962807,32.63633512,45.52966356699999,58.173211712,70.91597817899999,83.513691701,93.36655022599999,102.93306605699999,113.873134862,123.963786508,131.402350639,139.27355907299997,146.715419314,151.80960835599998,158.86263864799997,164.288533938,169.014323087,173.668271825,170.398579255,165.36222676299997,159.237821783,153.951547472,154.275531929,154.001759899,153.75436399900002,152.62804076999998,150.21897440299998,149.195739548,148.592020612,144.868414583,137.00118361,127.81525388799999,118.68890959999999,73.20888692599999,67.293430143,61.85238494699999,65.574625239,80.772333451,72.171986932,63.634512039,54.807918225,44.214371852,35.383140487999995,28.488531368000004,19.889578835,11.500660618,4.09101677,0.226228971,0.001322415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POS00004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037639304,0.9454398860000001,3.4484240899999996,10.443580888,18.534985757999998,28.083111391,40.155295451,52.156712725000006,64.30433735,76.483541011,86.80804778699999,97.56428325,107.719781743,116.962705153,121.21200985300001,124.853033446,128.912264217,132.289991798,143.779461808,153.764217524,161.84122219900001,167.586993977,168.41042823,168.739884021,165.832130726,161.956317946,159.18182653600002,157.63179764,156.736017237,155.973532967,151.071194689,146.30931538,142.72596350100002,138.276515906,132.725577332,126.87128921300001,86.938433754,79.522861504,74.43528635199999,78.46631951200001,87.650271236,79.474359031,71.410549047,63.51437247700001,55.863840031,47.483752607,39.264254140999995,31.459440602,23.773267081,15.806274617,8.78069212,2.7350139330000003,0.08666945,0.001485762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POS00009,54.324509350999996,52.680651832,52.38211124,53.023027858999995,53.695248383,54.630582657000005,55.018600459,55.229770404,55.578548072,55.456983320999996,55.75243127599999,55.617512216,55.18897158899999,54.34629058,53.485943827999996,52.128646208999996,50.69686136,49.346224102,48.73149330299999,47.287839859,46.024754855,45.435626358,44.536617918,43.411395996,42.189458009999996,40.641579183999994,39.156981529999996,36.74336777,35.005443141,33.141450303,30.308071665,29.485423673,29.883253146999998,30.864011778999995,31.412105641999993,31.462984553999995,30.060698211,30.16053899,29.576957139999998,29.509707245999998,29.886370963999997,29.91432452,31.133254838999996,33.371839388,35.632409534,38.895963902,41.923212421,44.991727876,48.710126773999995,51.52771766699999,54.360477800999995,55.043751212000004,57.254215318,58.57605912,60.994796425000004,63.273373676,66.05292773,68.195738564,70.035662711,72.265689843,75.249780428,77.646623758,80.18441786,83.215774607,84.937458961,86.648427794,87.67118991200002,88.452210321,88.99777432799999,88.987503721,89.364380643,88.94338936999999,88.196620795,87.23103178,86.526116741,84.59124980300001,82.82442436400001,80.659002037,78.28641569199999,75.12464348099999,72.72400823299999,70.36323739400001,66.164019262,63.46676405899999,60.77728389799999,58.960230019,57.943289561,58.5824617,59.418938409,59.91248576399999,58.894431388,58.26234348,57.35168615699999,57.81456347699999,56.27126466000001,54.108973508000005
POS00010,44.66522923099999,45.773154846,47.249799734999996,48.315324870999994,49.036481687999995,49.617572686,49.882377547999994,50.387118234,50.50634110199999,50.53270172199999,51.576434733999996,52.50244786299999,52.546779437999994,51.45390034900001,49.729946036,47.509196676,45.690879331999994,44.66462715,44.583488364,44.478279326,43.966343089000006,43.417866055999994,42.474783343999995,41.586164475000004,41.17117132599999,40.932271348,40.730658554,39.67968304,38.543892541999995,36.787718645,34.455512557999995,33.352798968,33.36985902699999,33.95071604099999,35.490829022,35.217418898999995,35.887638789,35.270221529,35.764244751999996,35.869056873,36.245683025999995,36.485561153999996,36.390887341,36.67892185699999,37.276347039,38.187574788,38.78411206,38.631778784999995,39.607903795999995,41.671078488,44.13973306,46.448457089,48.225031468,50.30671126399999,52.19691940599999,55.799167823999994,59.238311214,62.42984305699999,65.520604351,67.57662837199999,70.68805963899999,73.025245747,74.93949966399998,76.714644044,78.876682536,79.82758835199999,80.902307294,81.40776237,81.65692089,81.99706615999999,81.393066212,79.728438005,78.06542796,76.271595211,73.993316971,71.921073236,68.677458788,65.366940332,62.180156488,59.350038368999996,55.903847281999994,54.598011776999996,53.553467672,50.512661987,47.674347426,45.442734818000005,44.21402165799999,43.121672315999994,42.561008664999996,42.050650024999996,41.325552982999994,41.74960880799999,43.573251513,44.821403782999994,45.437022223,45.92168518999999
POS00011,32.715763081999995,32.031395548,31.363640495999995,30.877494502,30.555047477000002,30.293215664999998,30.579558909,30.916828314,30.904541466000005,30.702640105000004,30.586388861,30.445442396000004,30.475144228999998,30.306785196,30.163113312999997,29.588082879,28.769955867000004,28.129153296000005,27.701324375000002,27.144735514,26.521263770999997,26.129241769000004,25.611357341999998,24.924610645,24.479744281000002,23.676487564,22.986393899,21.892465944999998,22.053648576,20.525700927,19.847532023,23.234306028,26.048167279999998,28.338810486000003,29.754753928,28.446302645,27.661489098,25.851032524000004,24.741138443999997,23.804529775000002,23.00926396,22.372336298,21.848115214,21.710243243,21.598860627,21.774994229999997,21.82204707,22.138083036999998,23.345230019,24.695041730999996,26.622809384,27.604803745999998,29.070824219,30.856787546,31.691745665000003,33.223944446,34.036365835,35.173951438,36.648386214,38.86261408,42.10249065000001,45.58867222399999,49.259756917000004,53.039451246,56.460153997,59.54897253200001,61.720375127,63.413632879000005,64.41185420100001,65.13942244900001,65.218732208,65.254781979,65.329519808,65.377122656,65.452291212,64.071637253,62.04107691200001,60.118494481,57.95602204400001,55.014353971999995,52.01027658899999,49.519170204,46.594330852,43.887351747000004,42.36740711,41.274730043,40.045636470000005,38.655527505,37.814990661,36.782081684,34.971102213,33.484167471,33.00454777,32.796662908,32.658904196,31.237082822
POS00012,44.31733333333334,44.124333333333325,44.013999999999996,44.101,44.477333333333334,45.108333333333334,45.956,46.91799999999999,47.751000000000005,48.078,48.00866666666667,47.29866666666666,46.53033333333333,45.994,45.97966666666667,46.18299999999999,46.55,46.84433333333333,46.812666666666665,46.46633333333334,45.86566666666666,45.53,44.96799999999999,44.57899999999999,44.63333333333333,44.885,45.17999999999999,45.28933333333333,44.99166666666666,44.43066666666667,43.74933333333333,43.43599999999999,44.231666666666655,45.89266666666666,48.208,47.346,46.62033333333333,45.90466666666666,45.07233333333333,44.54866666666667,43.77733333333333,43.080666666666666,42.64233333333333,42.837999999999994,43.13866666666666,43.82833333333333,44.696999999999996,46.019666666666666,47.49033333333333,49.185,51.16566666666667,52.26266666666666,53.34,54.489999999999995,55.54899999999999,57.60033333333333,59.49066666666666,60.486,62.26366666666666,62.47433333333333,62.43233333333333,62.45466666666667,62.68766666666666,61.80799999999999,61.12833333333334,60.50366666666666,59.78966666666666,59.41199999999999,58.838333333333324,57.88933333333334,56.989000000000004,54.75533333333333,52.538999999999994,50.611,48.81433333333333,46.211999999999996,43.919666666666664,41.94666666666667,40.272999999999996,39.03366666666666,37.81166666666667,36.358666666666664,34.952333333333335,33.954,32.986666666666665,32.08566666666666,31.28433333333333,30.803666666666665,30.425333333333334,30.081333333333333,29.703666666666663,29.380333333333333,29.032333333333327,28.912666666666667,29.055999999999997,29.339666666666666
POS00015,39.789350942000006,39.039019614000004,38.305110998,37.61257758600001,37.073804372000005,36.645911045999995,36.786176822,37.203528474,37.270502364,37.00123902599999,36.928421916000005,36.882350158,36.67984125,36.098680220000006,35.506712098,34.436375240000004,33.174991956,32.42405420800001,31.961395976,31.391542640000004,30.982198558,30.778058721999997,30.563239852000002,30.184771436,30.139315520000004,29.657450213999997,29.343780612000003,28.151792058,28.504230412000005,26.322073590000002,25.352235234,31.134746182000004,34.184630286,36.008639636,36.92292836,34.782618494,33.950817006,31.108621890000002,29.607121628,27.989738876,26.609123226,25.801735012,25.121268538000002,24.979319820000004,24.728326722,24.810345992000002,24.706339151999998,24.401610028,25.086168018000002,25.815446394,27.386475488000002,28.773816888,30.505987498,31.456510715999997,30.501617472,31.368799114000005,32.915070018,36.16069949600001,39.561521856,43.78997341800001,48.793615068,54.172468204000005,59.852653206,65.765548252,70.228050374,73.30587598400001,74.795959496,75.563084832,75.95525622200002,76.55696631600001,77.282521382,77.73833543800001,78.09193501800002,77.808433894,77.38959653,75.60051799600001,73.96209067400001,72.263575474,70.463166798,67.75227502,64.513700164,62.07455769199999,58.97739281,55.939005752,54.201442894,53.021211728000004,51.396604659999994,49.79407588,48.744561628,47.68393638399999,45.63752779400001,44.030319064,43.46873465600001,42.641718182000005,42.20662864999999,40.064065412000005
POS00016,
